No.;Time;;Time 1;Time 2;Delay;Total Delay;Rata Rata delay;Delay 1;Delay 2;Jitter;Total Jitter;Rata rata jiter
7134;73,487845;;73,487845;73,491714;0,003869;;;0,003866;-0,001292;-0,005158;;
7135;73,491714;;73,491714;73,491717;3,00E-06;;;-0,001292;0,000985;0,002277;;
7136;73,491717;;73,491717;73,493012;0,001295;;;0,000985;-0,000313;-0,001298;;
7137;73,493012;;73,493012;73,493322;0,00031;;;-0,000313;0,000622;0,000935;;
7138;73,493322;;73,493322;73,493945;0,000623;;;0,000622;-0,000346;-0,000968;;
7139;73,493945;;73,493945;73,493946;1,00E-06;;;-0,000346;-0,001305;-0,000959;;
7140;73,493946;;73,493946;73,494293;0,000347;;;-0,001305;0,001193;0,002498;;
7141;73,494293;;73,494293;73,495945;0,001652;;;0,001193;-0,004017;-0,00521;;
7142;73,495945;;73,495945;73,496404;0,000459;;;-0,004017;0,003163;0,00718;;
7143;73,496404;;73,496404;73,50088;0,004476;;;0,003163;0,001311;-0,001852;;
7144;73,50088;;73,50088;73,502193;0,001313;;;0,001311;-5,00E-06;-0,001316;;
7145;73,502193;;73,502193;73,502195;2,00E-06;;;-5,00E-06;6,00E-06;1,10E-05;;
7146;73,502195;;73,502195;73,502202;7,00E-06;;;6,00E-06;-0,000546;-0,000552;;
7147;73,502202;;73,502202;73,502203;1,00E-06;;;-0,000546;-0,001191;-0,000645;;
7148;73,502203;;73,502203;73,50275;0,000547;;;-0,001191;0,000264;0,001455;;
7149;73,50275;;73,50275;73,504488;0,001738;;;0,000264;0,001106;0,000842;;
7150;73,504488;;73,504488;73,505962;0,001474;;;0,001106;-0,001124;-0,00223;;
7151;73,505962;;73,505962;73,50633;0,000368;;;-0,001124;0,001487;0,002611;;
7152;73,50633;;73,50633;73,507822;0,001492;;;0,001487;-0,000674;-0,002161;;
7153;73,507822;;73,507822;73,507827;5,00E-06;;;-0,000674;-0,002933;-0,002259;;
7154;73,507827;;73,507827;73,508506;0,000679;;;-0,002933;-0,002133;0,0008;;
7155;73,508506;;73,508506;73,512118;0,003612;;;-0,002133;0,005744;0,007877;;
7156;73,512118;;73,512118;73,517863;0,005745;;;0,005744;-0,00035;-0,006094;;
7157;73,517863;;73,517863;73,517864;1,00E-06;;;-0,00035;0,000247;0,000597;;
7158;73,517864;;73,517864;73,518215;0,000351;;;0,000247;-0,004243;-0,00449;;
7159;73,518215;;73,518215;73,518319;0,000104;;;-0,004243;0,004055;0,008298;;
7160;73,518319;;73,518319;73,522666;0,004347;;;0,004055;-0,00096;-0,005015;;
7161;73,522666;;73,522666;73,522958;0,000292;;;-0,00096;0,001251;0,002211;;
7162;73,522958;;73,522958;73,52421;0,001252;;;0,001251;-0,000387;-0,001638;;
7163;73,52421;;73,52421;73,524211;1,00E-06;;;-0,000387;-0,000154;0,000233;;
7164;73,524211;;73,524211;73,524599;0,000388;;;-0,000154;0,000539;0,000693;;
7165;73,524599;;73,524599;73,525141;0,000542;;;0,000539;-0,000824;-0,001363;;
7166;73,525141;;73,525141;73,525144;3,00E-06;;;-0,000824;-0,00637;-0,005546;;
7167;73,525144;;73,525144;73,525971;0,000827;;;-0,00637;0,007193;0,013563;;
7168;73,525971;;73,525971;73,533168;0,007197;;;0,007193;-0,000475;-0,007668;;
7169;73,533168;;73,533168;73,533172;4,00E-06;;;-0,000475;-7,00E-05;0,000405;;
7170;73,533172;;73,533172;73,533651;0,000479;;;-7,00E-05;0,000548;0,000618;;
7171;73,533651;;73,533651;73,5342;0,000549;;;0,000548;-0,000431;-0,000979;;
7172;73,5342;;73,5342;73,534201;1,00E-06;;;-0,000431;-0,000229;0,000202;;
7173;73,534201;;73,534201;73,534633;0,000432;;;-0,000229;0,00066;0,000889;;
7174;73,534633;;73,534633;73,535294;0,000661;;;0,00066;-0,000371;-0,001031;;
7175;73,535294;;73,535294;73,535295;1,00E-06;;;-0,000371;-0,000433;-6,20E-05;;
7176;73,535295;;73,535295;73,535667;0,000372;;;-0,000433;0,000801;0,001234;;
7177;73,535667;;73,535667;73,536472;0,000805;;;0,000801;-0,000422;-0,001223;;
7178;73,536472;;73,536472;73,536476;4,00E-06;;;-0,000422;-0,001445;-0,001023;;
7179;73,536476;;73,536476;73,536902;0,000426;;;-0,001445;0,001869;0,003314;;
7180;73,536902;;73,536902;73,538773;0,001871;;;0,001869;-0,00053;-0,002399;;
7181;73,538773;;73,538773;73,538775;2,00E-06;;;-0,00053;0,000262;0,000792;;
7182;73,538775;;73,538775;73,539307;0,000532;;;0,000262;0,000269;7,00E-06;;
7183;73,539307;;73,539307;73,539577;0,00027;;;0,000269;-1,00E-06;-0,00027;;
7184;73,539577;;73,539577;73,539578;1,00E-06;;;-1,00E-06;-2,00E-06;-1,00E-06;;
7185;73,539578;;73,539578;73,53958;2,00E-06;;;-2,00E-06;-0,000748;-0,000746;;
7186;73,53958;;73,53958;73,539584;4,00E-06;;;-0,000748;-0,006151;-0,005403;;
7187;73,539584;;73,539584;73,540336;0,000752;;;-0,006151;0,006901;0,013052;;
7188;73,540336;;73,540336;73,547239;0,006903;;;0,006901;1,00E-06;-0,0069;;
7189;73,547239;;73,547239;73,547241;2,00E-06;;;1,00E-06;-4,00E-06;-5,00E-06;;
7190;73,547241;;73,547241;73,547242;1,00E-06;;;-4,00E-06;3,00E-06;7,00E-06;;
7191;73,547242;;73,547242;73,547247;5,00E-06;;;3,00E-06;1,00E-06;-2,00E-06;;
7192;73,547247;;73,547247;73,547249;2,00E-06;;;1,00E-06;-1,00E-06;-2,00E-06;;
7193;73,547249;;73,547249;73,54725;1,00E-06;;;-1,00E-06;0;1,00E-06;;
7194;73,54725;;73,54725;73,547252;2,00E-06;;;0;-0,001204;-0,001204;;
7195;73,547252;;73,547252;73,547254;2,00E-06;;;-0,001204;-0,005451;-0,004247;;
7196;73,547254;;73,547254;73,54846;0,001206;;;-0,005451;0,006655;0,012106;;
7197;73,54846;;73,54846;73,555117;0,006657;;;0,006655;-0,000405;-0,00706;;
7198;73,555117;;73,555117;73,555119;2,00E-06;;;-0,000405;0,000403;0,000808;;
7199;73,555119;;73,555119;73,555526;0,000407;;;0,000403;-5,90E-05;-0,000462;;
7200;73,555526;;73,555526;73,55553;4,00E-06;;;-5,90E-05;-0,000519;-0,00046;;
7201;73,55553;;73,55553;73,555593;6,30E-05;;;-0,000519;-0,009177;-0,008658;;
7202;73,555593;;73,555593;73,556175;0,000582;;;-0,009177;0,009095;0,018272;;
7203;73,556175;;73,556175;73,565934;0,009759;;;0,009095;0,000662;-0,008433;;
7204;73,565934;;73,565934;73,566598;0,000664;;;0,000662;-0,000488;-0,00115;;
7205;73,566598;;73,566598;73,5666;2,00E-06;;;-0,000488;-0,001291;-0,000803;;
7206;73,5666;;73,5666;73,56709;0,00049;;;-0,001291;0,00086;0,002151;;
7207;73,56709;;73,56709;73,568871;0,001781;;;0,00086;0,00092;6,00E-05;;
7208;73,568871;;73,568871;73,569792;0,000921;;;0,00092;-3,00E-06;-0,000923;;
7209;73,569792;;73,569792;73,569793;1,00E-06;;;-3,00E-06;-0,000568;-0,000565;;
7210;73,569793;;73,569793;73,569797;4,00E-06;;;-0,000568;0,000559;0,001127;;
7211;73,569797;;73,569797;73,570369;0,000572;;;0,000559;-0,002959;-0,003518;;
7212;73,570369;;73,570369;73,570382;1,30E-05;;;-0,002959;0,002971;0,00593;;
7213;73,570382;;73,570382;73,573354;0,002972;;;0,002971;-0,000524;-0,003495;;
7214;73,573354;;73,573354;73,573355;1,00E-06;;;-0,000524;-0,000901;-0,000377;;
7215;73,573355;;73,573355;73,57388;0,000525;;;-0,000901;0,001422;0,002323;;
7216;73,57388;;73,57388;73,575306;0,001426;;;0,001422;-0,000919;-0,002341;;
7217;73,575306;;73,575306;73,57531;4,00E-06;;;-0,000919;-0,00684;-0,005921;;
7218;73,57531;;73,57531;73,576233;0,000923;;;-0,00684;0,007036;0,013876;;
7219;73,576233;;73,576233;73,583996;0,007763;;;0,007036;0,000725;-0,006311;;
7220;73,583996;;73,583996;73,584723;0,000727;;;0,000725;-0,000558;-0,001283;;
7221;73,584723;;73,584723;73,584725;2,00E-06;;;-0,000558;-0,003047;-0,002489;;
7222;73,584725;;73,584725;73,585285;0,00056;;;-0,003047;0,001561;0,004608;;
7223;73,585285;;73,585285;73,588892;0,003607;;;0,001561;0,001628;6,70E-05;;
7224;73,588892;;73,588892;73,590938;0,002046;;;0,001628;0,000363;-0,001265;;
7225;73,590938;;73,590938;73,591356;0,000418;;;0,000363;4,80E-05;-0,000315;;
7226;73,591356;;73,591356;73,591411;5,50E-05;;;4,80E-05;-0,001063;-0,001111;;
7227;73,591411;;73,591411;73,591418;7,00E-06;;;-0,001063;-0,00437;-0,003307;;
7228;73,591418;;73,591418;73,592488;0,00107;;;-0,00437;0,005439;0,009809;;
7229;73,592488;;73,592488;73,597928;0,00544;;;0,005439;-0,000569;-0,006008;;
7230;73,597928;;73,597928;73,597929;1,00E-06;;;-0,000569;-0,000259;0,00031;;
7231;73,597929;;73,597929;73,598499;0,00057;;;-0,000259;0,000827;0,001086;;
7232;73,598499;;73,598499;73,599328;0,000829;;;0,000827;1,00E-06;-0,000826;;
7233;73,599328;;73,599328;73,59933;2,00E-06;;;1,00E-06;-4,00E-06;-5,00E-06;;
7234;73,59933;;73,59933;73,599331;1,00E-06;;;-4,00E-06;-0,000304;-0,0003;;
7235;73,599331;;73,599331;73,599336;5,00E-06;;;-0,000304;0,000307;0,000611;;
7236;73,599336;;73,599336;73,599645;0,000309;;;0,000307;-0,000282;-0,000589;;
7237;73,599645;;73,599645;73,599647;2,00E-06;;;-0,000282;-7,20E-05;0,00021;;
7238;73,599647;;73,599647;73,599931;0,000284;;;-7,20E-05;0,000354;0,000426;;
7239;73,599931;;73,599931;73,600287;0,000356;;;0,000354;-0,000465;-0,000819;;
7240;73,600287;;73,600287;73,600289;2,00E-06;;;-0,000465;-5,00E-05;0,000415;;
7241;73,600289;;73,600289;73,600756;0,000467;;;-5,00E-05;-0,000237;-0,000187;;
7242;73,600756;;73,600756;73,601273;0,000517;;;-0,000237;0,000367;0,000604;;
7243;73,601273;;73,601273;73,602027;0,000754;;;0,000367;-0,003098;-0,003465;;
7244;73,602027;;73,602027;73,602414;0,000387;;;-0,003098;-0,000816;0,002282;;
7245;73,602414;;73,602414;73,605899;0,003485;;;-0,000816;0,004299;0,005115;;
7246;73,605899;;73,605899;73,6102;0,004301;;;0,004299;-0,000706;-0,005005;;
7247;73,6102;;73,6102;73,610202;2,00E-06;;;-0,000706;-0,002079;-0,001373;;
7248;73,610202;;73,610202;73,61091;0,000708;;;-0,002079;0,002325;0,004404;;
7249;73,61091;;73,61091;73,613697;0,002787;;;0,002325;-0,006444;-0,008769;;
7250;73,613697;;73,613697;73,614159;0,000462;;;-0,006444;0,006905;0,013349;;
7251;73,614159;;73,614159;73,621065;0,006906;;;0,006905;-0,000362;-0,007267;;
7252;73,621065;;73,621065;73,621066;1,00E-06;;;-0,000362;-0,000508;-0,000146;;
7253;73,621066;;73,621066;73,621429;0,000363;;;-0,000508;0,000868;0,001376;;
7254;73,621429;;73,621429;73,6223;0,000871;;;0,000868;2,00E-06;-0,000866;;
7255;73,6223;;73,6223;73,622303;3,00E-06;;;2,00E-06;0;-2,00E-06;;
7256;73,622303;;73,622303;73,622304;1,00E-06;;;0;0;0;;
7257;73,622304;;73,622304;73,622305;1,00E-06;;;0;1,00E-06;1,00E-06;;
7258;73,622305;;73,622305;73,622306;1,00E-06;;;1,00E-06;-0,000429;-0,00043;;
7259;73,622306;;73,622306;73,622306;0;;;-0,000429;-0,010063;-0,009634;;
7260;73,622306;;73,622306;73,622735;0,000429;;;-0,010063;0,010491;0,020554;;
7261;73,622735;;73,622735;73,633227;0,010492;;;0,010491;-0,000349;-0,01084;;
7262;73,633227;;73,633227;73,633228;1,00E-06;;;-0,000349;-0,000539;-0,00019;;
7263;73,633228;;73,633228;73,633578;0,00035;;;-0,000539;0,000886;0,001425;;
7264;73,633578;;73,633578;73,634467;0,000889;;;0,000886;-0,000423;-0,001309;;
7265;73,634467;;73,634467;73,63447;3,00E-06;;;-0,000423;-0,00654;-0,006117;;
7266;73,63447;;73,63447;73,634896;0,000426;;;-0,00654;0,006964;0,013504;;
7267;73,634896;;73,634896;73,641862;0,006966;;;0,006964;-0,000479;-0,007443;;
7268;73,641862;;73,641862;73,641864;2,00E-06;;;-0,000479;-0,000257;0,000222;;
7269;73,641864;;73,641864;73,642345;0,000481;;;-0,000257;0,000734;0,000991;;
7270;73,642345;;73,642345;73,643083;0,000738;;;0,000734;3,00E-06;-0,000731;;
7271;73,643083;;73,643083;73,643087;4,00E-06;;;3,00E-06;-0,00047;-0,000473;;
7272;73,643087;;73,643087;73,643088;1,00E-06;;;-0,00047;-0,000974;-0,000504;;
7273;73,643088;;73,643088;73,643559;0,000471;;;-0,000974;0,001444;0,002418;;
7274;73,643559;;73,643559;73,645004;0,001445;;;0,001444;0;-0,001444;;
7275;73,645004;;73,645004;73,645005;1,00E-06;;;0;-0,000138;-0,000138;;
7276;73,645005;;73,645005;73,645006;1,00E-06;;;-0,000138;-0,000238;-1,00E-04;;
7277;73,645006;;73,645006;73,645145;0,000139;;;-0,000238;-0,000664;-0,000426;;
7278;73,645145;;73,645145;73,645522;0,000377;;;-0,000664;-0,001505;-0,000841;;
7279;73,645522;;73,645522;73,646563;0,001041;;;-0,001505;0,002285;0,00379;;
7280;73,646563;;73,646563;73,649109;0,002546;;;0,002285;-0,00142;-0,003705;;
7281;73,649109;;73,649109;73,64937;0,000261;;;-0,00142;0,000943;0,002363;;
7282;73,64937;;73,64937;73,651051;0,001681;;;0,000943;0,000506;-0,000437;;
7283;73,651051;;73,651051;73,651789;0,000738;;;0,000506;-0,000972;-0,001478;;
7284;73,651789;;73,651789;73,652021;0,000232;;;-0,000972;0,001203;0,002175;;
7285;73,652021;;73,652021;73,653225;0,001204;;;0,001203;-0,000227;-0,00143;;
7286;73,653225;;73,653225;73,653226;1,00E-06;;;-0,000227;-0,003118;-0,002891;;
7287;73,653226;;73,653226;73,653454;0,000228;;;-0,003118;0,002975;0,006093;;
7288;73,653454;;73,653454;73,6568;0,003346;;;0,002975;-0,001636;-0,004611;;
7289;73,6568;;73,6568;73,657171;0,000371;;;-0,001636;0,000367;0,002003;;
7290;73,657171;;73,657171;73,659178;0,002007;;;0,000367;0,001371;0,001004;;
7291;73,659178;;73,659178;73,660818;0,00164;;;0,001371;-0,009798;-0,011169;;
7292;73,660818;;73,660818;73,661087;0,000269;;;-0,009798;0,010066;0,019864;;
7293;73,661087;;73,661087;73,671154;0,010067;;;0,010066;-0,000323;-0,010389;;
7294;73,671154;;73,671154;73,671155;1,00E-06;;;-0,000323;-0,001208;-0,000885;;
7295;73,671155;;73,671155;73,671479;0,000324;;;-0,001208;0,001288;0,002496;;
7296;73,671479;;73,671479;73,673011;0,001532;;;0,001288;-0,0066;-0,007888;;
7297;73,673011;;73,673011;73,673255;0,000244;;;-0,0066;0,006842;0,013442;;
7298;73,673255;;73,673255;73,680099;0,006844;;;0,006842;-0,000573;-0,007415;;
7299;73,680099;;73,680099;73,680101;2,00E-06;;;-0,000573;0,000179;0,000752;;
7300;73,680101;;73,680101;73,680676;0,000575;;;0,000179;-3,10E-05;-0,00021;;
7301;73,680676;;73,680676;73,681072;0,000396;;;-3,10E-05;-0,001003;-0,000972;;
7302;73,681072;;73,681072;73,681499;0,000427;;;-0,001003;0,001425;0,002428;;
7303;73,681499;;73,681499;73,682929;0,00143;;;0,001425;-0,000357;-0,001782;;
7304;73,682929;;73,682929;73,682934;5,00E-06;;;-0,000357;-0,002062;-0,001705;;
7305;73,682934;;73,682934;73,683296;0,000362;;;-0,002062;-0,00017;0,001892;;
7306;73,683296;;73,683296;73,68572;0,002424;;;-0,00017;0,002592;0,002762;;
7307;73,68572;;73,68572;73,688314;0,002594;;;0,002592;-0,000388;-0,00298;;
7308;73,688314;;73,688314;73,688316;2,00E-06;;;-0,000388;-0,003266;-0,002878;;
7309;73,688316;;73,688316;73,688706;0,00039;;;-0,003266;0,002571;0,005837;;
7310;73,688706;;73,688706;73,692362;0,003656;;;0,002571;0,001083;-0,001488;;
7311;73,692362;;73,692362;73,693447;0,001085;;;0,001083;-0,000384;-0,001467;;
7312;73,693447;;73,693447;73,693449;2,00E-06;;;-0,000384;0,000341;0,000725;;
7313;73,693449;;73,693449;73,693835;0,000386;;;0,000341;4,30E-05;-0,000298;;
7314;73,693835;;73,693835;73,69388;4,50E-05;;;4,30E-05;-0,000559;-0,000602;;
7315;73,69388;;73,69388;73,693882;2,00E-06;;;-0,000559;-0,003076;-0,002517;;
7316;73,693882;;73,693882;73,694443;0,000561;;;-0,003076;0,001033;0,004109;;
7317;73,694443;;73,694443;73,69808;0,003637;;;0,001033;0,002603;0,00157;;
7318;73,69808;;73,69808;73,700684;0,002604;;;0,002603;-4,00E-06;-0,002607;;
7319;73,700684;;73,700684;73,700685;1,00E-06;;;-4,00E-06;4,00E-06;8,00E-06;;
7320;73,700685;;73,700685;73,70069;5,00E-06;;;4,00E-06;1,42E-14;-4,00E-06;;
7321;73,70069;;73,70069;73,700691;1,00E-06;;;1,42E-14;-0,000504;-0,000504;;
7322;73,700691;;73,700691;73,700692;1,00E-06;;;-0,000504;-0,006653;-0,006149;;
7323;73,700692;;73,700692;73,701197;0,000505;;;-0,006653;0,007156;0,013809;;
7324;73,701197;;73,701197;73,708355;0,007158;;;0,007156;-0,00057;-0,007726;;
7325;73,708355;;73,708355;73,708357;2,00E-06;;;-0,00057;0,000266;0,000836;;
7326;73,708357;;73,708357;73,708929;0,000572;;;0,000266;0,000301;3,50E-05;;
7327;73,708929;;73,708929;73,709235;0,000306;;;0,000301;3,00E-06;-0,000298;;
7328;73,709235;;73,709235;73,70924;5,00E-06;;;3,00E-06;1,00E-06;-2,00E-06;;
7329;73,70924;;73,70924;73,709242;2,00E-06;;;1,00E-06;-1,00E-06;-2,00E-06;;
7330;73,709242;;73,709242;73,709243;1,00E-06;;;-1,00E-06;1,00E-06;2,00E-06;;
7331;73,709243;;73,709243;73,709245;2,00E-06;;;1,00E-06;-0,000675;-0,000676;;
7332;73,709245;;73,709245;73,709246;1,00E-06;;;-0,000675;-0,004008;-0,003333;;
7333;73,709246;;73,709246;73,709922;0,000676;;;-0,004008;0,004682;0,00869;;
7334;73,709922;;73,709922;73,714606;0,004684;;;0,004682;1,00E-06;-0,004681;;
7335;73,714606;;73,714606;73,714608;2,00E-06;;;1,00E-06;-0,000345;-0,000346;;
7336;73,714608;;73,714608;73,714609;1,00E-06;;;-0,000345;0,000345;0,00069;;
7337;73,714609;;73,714609;73,714955;0,000346;;;0,000345;-0,000271;-0,000616;;
7338;73,714955;;73,714955;73,714956;1,00E-06;;;-0,000271;-0,000295;-2,40E-05;;
7339;73,714956;;73,714956;73,715228;0,000272;;;-0,000295;-0,000594;-0,000299;;
7340;73,715228;;73,715228;73,715795;0,000567;;;-0,000594;-0,001349;-0,000755;;
7341;73,715795;;73,715795;73,716956;0,001161;;;-0,001349;0,002119;0,003468;;
7342;73,716956;;73,716956;73,719466;0,00251;;;0,002119;-0,00042;-0,002539;;
7343;73,719466;;73,719466;73,719857;0,000391;;;-0,00042;0,000284;0,000704;;
7344;73,719857;;73,719857;73,720668;0,000811;;;0,000284;0,00018;-0,000104;;
7345;73,720668;;73,720668;73,721195;0,000527;;;0,00018;-0,001128;-0,001308;;
7346;73,721195;;73,721195;73,721542;0,000347;;;-0,001128;0,001469;0,002597;;
7347;73,721542;;73,721542;73,723017;0,001475;;;0,001469;-0,000569;-0,002038;;
7348;73,723017;;73,723017;73,723023;6,00E-06;;;-0,000569;-0,000737;-0,000168;;
7349;73,723023;;73,723023;73,723598;0,000575;;;-0,000737;0,001307;0,002044;;
7350;73,723598;;73,723598;73,72491;0,001312;;;0,001307;-0,00077;-0,002077;;
7351;73,72491;;73,72491;73,724915;5,00E-06;;;-0,00077;0,000693;0,001463;;
7352;73,724915;;73,724915;73,72569;0,000775;;;0,000693;-0,000152;-0,000845;;
7353;73,72569;;73,72569;73,725772;8,20E-05;;;-0,000152;-0,000366;-0,000214;;
7354;73,725772;;73,725772;73,726006;0,000234;;;-0,000366;-0,000758;-0,000392;;
7355;73,726006;;73,726006;73,726606;0,0006;;;-0,000758;0,001354;0,002112;;
7356;73,726606;;73,726606;73,727964;0,001358;;;0,001354;-0,000373;-0,001727;;
7357;73,727964;;73,727964;73,727968;4,00E-06;;;-0,000373;-0,022523;-0,02215;;
7358;73,727968;;73,727968;73,728345;0,000377;;;-0,022523;0,022898;0,045421;;
7359;73,728345;;73,728345;73,751245;0,0229;;;0,022898;-0,000497;-0,023395;;
7360;73,751245;;73,751245;73,751247;2,00E-06;;;-0,000497;-0,004098;-0,003601;;
7361;73,751247;;73,751247;73,751746;0,000499;;;-0,004098;0,004593;0,008691;;
7362;73,751746;;73,751746;73,756343;0,004597;;;0,004593;3,00E-06;-0,00459;;
7363;73,756343;;73,756343;73,756347;4,00E-06;;;3,00E-06;0;-3,00E-06;;
7364;73,756347;;73,756347;73,756348;1,00E-06;;;0;0;0;;
7365;73,756348;;73,756348;73,756349;1,00E-06;;;0;0;0;;
7366;73,756349;;73,756349;73,75635;1,00E-06;;;0;-1,00E-06;-1,00E-06;;
7367;73,75635;;73,75635;73,756351;1,00E-06;;;-1,00E-06;1,00E-06;2,00E-06;;
7368;73,756351;;73,756351;73,756353;2,00E-06;;;1,00E-06;0;-1,00E-06;;
7369;73,756353;;73,756353;73,756354;1,00E-06;;;0;0;0;;
7370;73,756354;;73,756354;73,756355;1,00E-06;;;0;0;0;;
7371;73,756355;;73,756355;73,756356;1,00E-06;;;0;-0,001017;-0,001017;;
7372;73,756356;;73,756356;73,756357;1,00E-06;;;-0,001017;-0,001984;-0,000967;;
7373;73,756357;;73,756357;73,757375;0,001018;;;-0,001984;0,003;0,004984;;
7374;73,757375;;73,757375;73,760377;0,003002;;;0,003;2,00E-06;-0,002998;;
7375;73,760377;;73,760377;73,760379;2,00E-06;;;2,00E-06;-4,00E-06;-6,00E-06;;
7376;73,760379;;73,760379;73,760379;0;;;-4,00E-06;-0,000676;-0,000672;;
7377;73,760379;;73,760379;73,760383;4,00E-06;;;-0,000676;-0,015892;-0,015216;;
7378;73,760383;;73,760383;73,761063;0,00068;;;-0,015892;-0,024227;-0,008335;;
7379;73,761063;;73,761063;73,777635;0,016572;;;-0,024227;0,037761;0,061988;;
7380;73,777635;;73,777635;73,818434;0,040799;;;0,037761;0,003037;-0,034724;;
7381;73,818434;;73,818434;73,821472;0,003038;;;0,003037;-0,000663;-0,0037;;
7382;73,821472;;73,821472;73,821473;1,00E-06;;;-0,000663;-0,000323;0,00034;;
7383;73,821473;;73,821473;73,822137;0,000664;;;-0,000323;0,000737;0,00106;;
7384;73,822137;;73,822137;73,823124;0,000987;;;0,000737;-0,000242;-0,000979;;
7385;73,823124;;73,823124;73,823374;0,00025;;;-0,000242;-0,000581;-0,000339;;
7386;73,823374;;73,823374;73,823866;0,000492;;;-0,000581;0,000811;0,001392;;
7387;73,823866;;73,823866;73,824939;0,001073;;;0,000811;-0,000444;-0,001255;;
7388;73,824939;;73,824939;73,825201;0,000262;;;-0,000444;-0,000601;-0,000157;;
7389;73,825201;;73,825201;73,825907;0,000706;;;-0,000601;0,000611;0,001212;;
7390;73,825907;;73,825907;73,827214;0,001307;;;0,000611;-0,000358;-0,000969;;
7391;73,827214;;73,827214;73,82791;0,000696;;;-0,000358;0,000677;0,001035;;
7392;73,82791;;73,82791;73,828964;0,001054;;;0,000677;-0,001441;-0,002118;;
7393;73,828964;;73,828964;73,829341;0,000377;;;-0,001441;-4,40E-05;0,001397;;
7394;73,829341;;73,829341;73,831159;0,001818;;;-4,40E-05;0,001481;0,001525;;
7395;73,831159;;73,831159;73,833021;0,001862;;;0,001481;-0,001373;-0,002854;;
7396;73,833021;;73,833021;73,833402;0,000381;;;-0,001373;0,000851;0,002224;;
7397;73,833402;;73,833402;73,835156;0,001754;;;0,000851;0,000633;-0,000218;;
7398;73,835156;;73,835156;73,836059;0,000903;;;0,000633;-0,000521;-0,001154;;
7399;73,836059;;73,836059;73,836329;0,00027;;;-0,000521;-0,001144;-0,000623;;
7400;73,836329;;73,836329;73,83712;0,000791;;;-0,001144;0,001667;0,002811;;
7401;73,83712;;73,83712;73,839055;0,001935;;;0,001667;-0,002079;-0,003746;;
7402;73,839055;;73,839055;73,839323;0,000268;;;-0,002079;0,002099;0,004178;;
7403;73,839323;;73,839323;73,84167;0,002347;;;0,002099;-0,000168;-0,002267;;
7404;73,84167;;73,84167;73,841918;0,000248;;;-0,000168;-0,001926;-0,001758;;
7405;73,841918;;73,841918;73,842334;0,000416;;;-0,001926;0,002059;0,003985;;
7406;73,842334;;73,842334;73,844676;0,002342;;;0,002059;-6,00E-06;-0,002065;;
7407;73,844676;;73,844676;73,844959;0,000283;;;-6,00E-06;-0,001564;-0,001558;;
7408;73,844959;;73,844959;73,845248;0,000289;;;-0,001564;0,001471;0,003035;;
7409;73,845248;;73,845248;73,847101;0,001853;;;0,001471;-0,00808;-0,009551;;
7410;73,847101;;73,847101;73,847483;0,000382;;;-0,00808;0,00676;0,01484;;
7411;73,847483;;73,847483;73,855945;0,008462;;;0,00676;0,001277;-0,005483;;
7412;73,855945;;73,855945;73,857647;0,001702;;;0,001277;-0,001403;-0,00268;;
7413;73,857647;;73,857647;73,858072;0,000425;;;-0,001403;0,001823;0,003226;;
7414;73,858072;;73,858072;73,8599;0,001828;;;0,001823;4,00E-06;-0,001819;;
7415;73,8599;;73,8599;73,859905;5,00E-06;;;4,00E-06;-1,42E-14;-4,00E-06;;
7416;73,859905;;73,859905;73,859906;1,00E-06;;;-1,42E-14;-0,000502;-0,000502;;
7417;73,859906;;73,859906;73,859907;1,00E-06;;;-0,000502;-0,000121;0,000381;;
7418;73,859907;;73,859907;73,86041;0,000503;;;-0,000121;-0,000337;-0,000216;;
7419;73,86041;;73,86041;73,861034;0,000624;;;-0,000337;0,000718;0,001055;;
7420;73,861034;;73,861034;73,861995;0,000961;;;0,000718;-0,001609;-0,002327;;
7421;73,861995;;73,861995;73,862238;0,000243;;;-0,001609;0,001848;0,003457;;
7422;73,862238;;73,862238;73,86409;0,001852;;;0,001848;-0,000266;-0,002114;;
7423;73,86409;;73,86409;73,864094;4,00E-06;;;-0,000266;-0,005394;-0,005128;;
7424;73,864094;;73,864094;73,864364;0,00027;;;-0,005394;0,005663;0,011057;;
7425;73,864364;;73,864364;73,870028;0,005664;;;0,005663;-0,000302;-0,005965;;
7426;73,870028;;73,870028;73,870029;1,00E-06;;;-0,000302;-0,005062;-0,00476;;
7427;73,870029;;73,870029;73,870332;0,000303;;;-0,005062;0,005361;0,010423;;
7428;73,870332;;73,870332;73,875697;0,005365;;;0,005361;-0,00019;-0,005551;;
7429;73,875697;;73,875697;73,875701;4,00E-06;;;-0,00019;0,000193;0,000383;;
7430;73,875701;;73,875701;73,875895;0,000194;;;0,000193;-0,000276;-0,000469;;
7431;73,875895;;73,875895;73,875896;1,00E-06;;;-0,000276;-0,001729;-0,001453;;
7432;73,875896;;73,875896;73,876173;0,000277;;;-0,001729;0,001676;0,003405;;
7433;73,876173;;73,876173;73,878179;0,002006;;;0,001676;-0,000566;-0,002242;;
7434;73,878179;;73,878179;73,878509;0,00033;;;-0,000566;0,000895;0,001461;;
7435;73,878509;;73,878509;73,879405;0,000896;;;0,000895;-0,000346;-0,001241;;
7436;73,879405;;73,879405;73,879406;1,00E-06;;;-0,000346;-0,000546;-0,0002;;
7437;73,879406;;73,879406;73,879753;0,000347;;;-0,000546;-0,008138;-0,007592;;
