No.;Time;;Time 1;Time 2;Delay;Total Delay;Rata Rata delay;Delay 1;Delay 2;Jitter;Total Jitter;Rata rata jiter
14915;179,41045;;179,41045;179,410451;1,00E-06;;;-0,000638;0,000374;0,001012;;
14916;179,410451;;179,410451;179,41109;0,000639;;;0,000374;-0,000412;-0,000786;;
14917;179,41109;;179,41109;179,411355;0,000265;;;-0,000412;0,000335;0,000747;;
14918;179,411355;;179,411355;179,412032;0,000677;;;0,000335;-0,004291;-0,004626;;
14919;179,412032;;179,412032;179,412374;0,000342;;;-0,004291;-0,006987;-0,002696;;
14920;179,412374;;179,412374;179,417007;0,004633;;;-0,006987;0,011619;0,018606;;
14921;179,417007;;179,417007;179,428627;0,01162;;;0,011619;-4,00E-06;-0,011623;;
14922;179,428627;;179,428627;179,428628;1,00E-06;;;-4,00E-06;-0,000592;-0,000588;;
14923;179,428628;;179,428628;179,428633;5,00E-06;;;-0,000592;-0,003258;-0,002666;;
14924;179,428633;;179,428633;179,42923;0,000597;;;-0,003258;-0,011675;-0,008417;;
14925;179,42923;;179,42923;179,433085;0,003855;;;-0,011675;0,015088;0,026763;;
14926;179,433085;;179,433085;179,448615;0,01553;;;0,015088;-0,015145;-0,030233;;
14927;179,448615;;179,448615;179,449057;0,000442;;;-0,015145;0,011617;0,026762;;
14928;179,449057;;179,449057;179,464644;0,015587;;;0,011617;0,003505;-0,008112;;
14929;179,464644;;179,464644;179,468614;0,00397;;;0,003505;-0,034577;-0,038082;;
14930;179,468614;;179,468614;179,469079;0,000465;;;-0,034577;0,025504;0,060081;;
14931;179,469079;;179,469079;179,504121;0,035042;;;0,025504;0,009111;-0,016393;;
14932;179,504121;;179,504121;179,513659;0,009538;;;0,009111;-0,006166;-0,015277;;
14933;179,513659;;179,513659;179,514086;0,000427;;;-0,006166;-0,000421;0,005745;;
14934;179,514086;;179,514086;179,520679;0,006593;;;-0,000421;0,006608;0,007029;;
14935;179,520679;;179,520679;179,527693;0,007014;;;0,006608;-0,006201;-0,012809;;
14936;179,527693;;179,527693;179,528099;0,000406;;;-0,006201;0,003096;0,009297;;
14937;179,528099;;179,528099;179,534706;0,006607;;;0,003096;0,00317;7,40E-05;;
14938;179,534706;;179,534706;179,538217;0,003511;;;0,00317;-0,002821;-0,005991;;
14939;179,538217;;179,538217;179,538558;0,000341;;;-0,002821;0,002716;0,005537;;
14940;179,538558;;179,538558;179,54172;0,003162;;;0,002716;-0,006132;-0,008848;;
14941;179,54172;;179,54172;179,542166;0,000446;;;-0,006132;0,003846;0,009978;;
14942;179,542166;;179,542166;179,548744;0,006578;;;0,003846;0,002318;-0,001528;;
14943;179,548744;;179,548744;179,551476;0,002732;;;0,002318;-0,003469;-0,005787;;
14944;179,551476;;179,551476;179,55189;0,000414;;;-0,003469;-0,010153;-0,006684;;
14945;179,55189;;179,55189;179,555773;0,003883;;;-0,010153;0,01344;0,023593;;
14946;179,555773;;179,555773;179,569809;0,014036;;;0,01344;-0,001583;-0,015023;;
14947;179,569809;;179,569809;179,570405;0,000596;;;-0,001583;0,001962;0,003545;;
14948;179,570405;;179,570405;179,572584;0,002179;;;0,001962;8,00E-05;-0,001882;;
14949;179,572584;;179,572584;179,572801;0,000217;;;8,00E-05;-0,001756;-0,001836;;
14950;179,572801;;179,572801;179,572938;0,000137;;;-0,001756;0,001891;0,003647;;
14951;179,572938;;179,572938;179,574831;0,001893;;;0,001891;-0,000535;-0,002426;;
14952;179,574831;;179,574831;179,574833;2,00E-06;;;-0,000535;-0,006431;-0,005896;;
14953;179,574833;;179,574833;179,57537;0,000537;;;-0,006431;0,006375;0,012806;;
14954;179,57537;;179,57537;179,582338;0,006968;;;0,006375;-0,004828;-0,011203;;
14955;179,582338;;179,582338;179,582931;0,000593;;;-0,004828;0,005025;0,009853;;
14956;179,582931;;179,582931;179,588352;0,005421;;;0,005025;-0,004321;-0,009346;;
14957;179,588352;;179,588352;179,588748;0,000396;;;-0,004321;0,00181;0,006131;;
14958;179,588748;;179,588748;179,593465;0,004717;;;0,00181;-0,001107;-0,002917;;
14959;179,593465;;179,593465;179,596372;0,002907;;;-0,001107;0,002807;0,003914;;
14960;179,596372;;179,596372;179,600386;0,004014;;;0,002807;-0,00176;-0,004567;;
14961;179,600386;;179,600386;179,601593;0,001207;;;-0,00176;-0,004384;-0,002624;;
14962;179,601593;;179,601593;179,60456;0,002967;;;-0,004384;0,001843;0,006227;;
14963;179,60456;;179,60456;179,611911;0,007351;;;0,001843;0,005122;0,003279;;
14964;179,611911;;179,611911;179,617419;0,005508;;;0,005122;-0,014272;-0,019394;;
14965;179,617419;;179,617419;179,617805;0,000386;;;-0,014272;0,010131;0,024403;;
14966;179,617805;;179,617805;179,632463;0,014658;;;0,010131;0,004525;-0,005606;;
14967;179,632463;;179,632463;179,63699;0,004527;;;0,004525;-0,000475;-0,005;;
14968;179,63699;;179,63699;179,636992;2,00E-06;;;-0,000475;-0,008052;-0,007577;;
14969;179,636992;;179,636992;179,637469;0,000477;;;-0,008052;0,008104;0,016156;;
14970;179,637469;;179,637469;179,645998;0,008529;;;0,008104;-0,006169;-0,014273;;
14971;179,645998;;179,645998;179,646423;0,000425;;;-0,006169;0,001075;0,007244;;
14972;179,646423;;179,646423;179,653017;0,006594;;;0,001075;0,005193;0,004118;;
14973;179,653017;;179,653017;179,658536;0,005519;;;0,005193;-0,007884;-0,013077;;
14974;179,658536;;179,658536;179,658862;0,000326;;;-0,007884;0,007717;0,015601;;
14975;179,658862;;179,658862;179,667072;0,00821;;;0,007717;0;-0,007717;;
14976;179,667072;;179,667072;179,667565;0,000493;;;0;-0,003363;-0,003363;;
14977;179,667565;;179,667565;179,668058;0,000493;;;-0,003363;0,003466;0,006829;;
14978;179,668058;;179,668058;179,671914;0,003856;;;0,003466;-0,004393;-0,007859;;
14979;179,671914;;179,671914;179,672304;0,00039;;;-0,004393;0,00439;0,008783;;
14980;179,672304;;179,672304;179,677087;0,004783;;;0,00439;-0,012207;-0,016597;;
14981;179,677087;;179,677087;179,67748;0,000393;;;-0,012207;0,012174;0,024381;;
14982;179,67748;;179,67748;179,69008;0,0126;;;0,012174;-0,006022;-0,018196;;
14983;179,69008;;179,69008;179,690506;0,000426;;;-0,006022;0,001733;0,007755;;
14984;179,690506;;179,690506;179,696954;0,006448;;;0,001733;0,004292;0,002559;;
14985;179,696954;;179,696954;179,701669;0,004715;;;0,004292;-0,000626;-0,004918;;
14986;179,701669;;179,701669;179,702092;0,000423;;;-0,000626;-0,015007;-0,014381;;
14987;179,702092;;179,702092;179,703141;0,001049;;;-0,015007;0,015661;0,030668;;
14988;179,703141;;179,703141;179,719197;0,016056;;;0,015661;-0,000431;-0,016092;;
14989;179,719197;;179,719197;179,719592;0,000395;;;-0,000431;0,000821;0,001252;;
14990;179,719592;;179,719592;179,720418;0,000826;;;0,000821;-0,000377;-0,001198;;
14991;179,720418;;179,720418;179,720423;5,00E-06;;;-0,000377;-0,010541;-0,010164;;
14992;179,720423;;179,720423;179,720805;0,000382;;;-0,010541;0,010921;0,021462;;
14993;179,720805;;179,720805;179,731728;0,010923;;;0,010921;-0,000502;-0,011423;;
14994;179,731728;;179,731728;179,73173;2,00E-06;;;-0,000502;-0,011036;-0,010534;;
14995;179,73173;;179,73173;179,732234;0,000504;;;-0,011036;0,011536;0,022572;;
14996;179,732234;;179,732234;179,743774;0,01154;;;0,011536;-0,00047;-0,012006;;
14997;179,743774;;179,743774;179,743778;4,00E-06;;;-0,00047;0,000458;0,000928;;
14998;179,743778;;179,743778;179,744252;0,000474;;;0,000458;-0,000771;-0,001229;;
14999;179,744252;;179,744252;179,744268;1,60E-05;;;-0,000771;-0,002426;-0,001655;;
15000;179,744268;;179,744268;179,745055;0,000787;;;-0,002426;0,002809;0,005235;;
15001;179,745055;;179,745055;179,748268;0,003213;;;0,002809;-0,00722;-0,010029;;
15002;179,748268;;179,748268;179,748672;0,000404;;;-0,00722;0,007298;0,014518;;
15003;179,748672;;179,748672;179,756296;0,007624;;;0,007298;-0,000957;-0,008255;;
15004;179,756296;;179,756296;179,756622;0,000326;;;-0,000957;0,000894;0,001851;;
15005;179,756622;;179,756622;179,757905;0,001283;;;0,000894;-0,011127;-0,012021;;
15006;179,757905;;179,757905;179,758294;0,000389;;;-0,011127;0,006018;0,017145;;
15007;179,758294;;179,758294;179,76981;0,011516;;;0,006018;0,005124;-0,000894;;
15008;179,76981;;179,76981;179,775308;0,005498;;;0,005124;-0,007232;-0,012356;;
15009;179,775308;;179,775308;179,775682;0,000374;;;-0,007232;0,007602;0,014834;;
15010;179,775682;;179,775682;179,783288;0,007606;;;0,007602;-0,000437;-0,008039;;
15011;179,783288;;179,783288;179,783292;4,00E-06;;;-0,000437;-0,007214;-0,006777;;
15012;179,783292;;179,783292;179,783733;0,000441;;;-0,007214;-0,005872;0,001342;;
15013;179,783733;;179,783733;179,791388;0,007655;;;-0,005872;0,013096;0,018968;;
15014;179,791388;;179,791388;179,804915;0,013527;;;0,013096;-0,002845;-0,015941;;
15015;179,804915;;179,804915;179,805346;0,000431;;;-0,002845;-0,004051;-0,001206;;
15016;179,805346;;179,805346;179,808622;0,003276;;;-0,004051;0,006992;0,011043;;
15017;179,808622;;179,808622;179,815949;0,007327;;;0,006992;-0,000545;-0,007537;;
15018;179,815949;;179,815949;179,816284;0,000335;;;-0,000545;0,000549;0,001094;;
15019;179,816284;;179,816284;179,817164;0,00088;;;0,000549;-0,006146;-0,006695;;
15020;179,817164;;179,817164;179,817495;0,000331;;;-0,006146;0,000198;0,006344;;
15021;179,817495;;179,817495;179,823972;0,006477;;;0,000198;0,005939;0,005741;;
15022;179,823972;;179,823972;179,830251;0,006279;;;0,005939;-0,004558;-0,010497;;
15023;179,830251;;179,830251;179,830591;0,00034;;;-0,004558;0,004503;0,009061;;
15024;179,830591;;179,830591;179,835489;0,004898;;;0,004503;-0,004257;-0,00876;;
15025;179,835489;;179,835489;179,835884;0,000395;;;-0,004257;0,004648;0,008905;;
15026;179,835884;;179,835884;179,840536;0,004652;;;0,004648;-0,000643;-0,005291;;
15027;179,840536;;179,840536;179,84054;4,00E-06;;;-0,000643;-0,010621;-0,009978;;
15028;179,84054;;179,84054;179,841187;0,000647;;;-0,010621;0,011267;0,021888;;
15029;179,841187;;179,841187;179,852455;0,011268;;;0,011267;-0,000451;-0,011718;;
15030;179,852455;;179,852455;179,852456;1,00E-06;;;-0,000451;-0,009412;-0,008961;;
15031;179,852456;;179,852456;179,852908;0,000452;;;-0,009412;0,006038;0,01545;;
15032;179,852908;;179,852908;179,862772;0,009864;;;0,006038;0,003563;-0,002475;;
15033;179,862772;;179,862772;179,866598;0,003826;;;0,003563;-0,011485;-0,015048;;
15034;179,866598;;179,866598;179,866861;0,000263;;;-0,011485;0,011351;0,022836;;
15035;179,866861;;179,866861;179,878609;0,011748;;;0,011351;-0,00021;-0,011561;;
15036;179,878609;;179,878609;179,879006;0,000397;;;-0,00021;-0,005418;-0,005208;;
15037;179,879006;;179,879006;179,879613;0,000607;;;-0,005418;0,005596;0,011014;;
15038;179,879613;;179,879613;179,885638;0,006025;;;0,005596;-0,00916;-0,014756;;
15039;179,885638;;179,885638;179,886067;0,000429;;;-0,00916;0,006588;0,015748;;
15040;179,886067;;179,886067;179,895656;0,009589;;;0,006588;0,002664;-0,003924;;
15041;179,895656;;179,895656;179,898657;0,003001;;;0,002664;-0,00233;-0,004994;;
15042;179,898657;;179,898657;179,898994;0,000337;;;-0,00233;-0,0076;-0,00527;;
15043;179,898994;;179,898994;179,901661;0,002667;;;-0,0076;0,009849;0,017449;;
15044;179,901661;;179,901661;179,911928;0,010267;;;0,009849;-0,001129;-0,010978;;
15045;179,911928;;179,911928;179,912346;0,000418;;;-0,001129;0,001139;0,002268;;
15046;179,912346;;179,912346;179,913893;0,001547;;;0,001139;-0,000592;-0,001731;;
15047;179,913893;;179,913893;179,914301;0,000408;;;-0,000592;0,00072;0,001312;;
15048;179,914301;;179,914301;179,915301;0,001;;;0,00072;-0,013067;-0,013787;;
15049;179,915301;;179,915301;179,915581;0,00028;;;-0,013067;0,012234;0,025301;;
15050;179,915581;;179,915581;179,928928;0,013347;;;0,012234;-0,000925;-0,013159;;
15051;179,928928;;179,928928;179,930041;0,001113;;;-0,000925;0,00169;0,002615;;
15052;179,930041;;179,930041;179,932079;0,002038;;;0,00169;-0,007167;-0,008857;;
15053;179,932079;;179,932079;179,932427;0,000348;;;-0,007167;0,007073;0,01424;;
15054;179,932427;;179,932427;179,939942;0,007515;;;0,007073;-0,011237;-0,01831;;
15055;179,939942;;179,939942;179,940384;0,000442;;;-0,011237;0,00171;0,012947;;
15056;179,940384;;179,940384;179,952063;0,011679;;;0,00171;0,009968;0,008258;;
15057;179,952063;;179,952063;179,962032;0,009969;;;0,009968;-0,000628;-0,010596;;
15058;179,962032;;179,962032;179,962033;1,00E-06;;;-0,000628;-0,011633;-0,011005;;
15059;179,962033;;179,962033;179,962662;0,000629;;;-0,011633;0,011395;0,023028;;
15060;179,962662;;179,962662;179,974924;0,012262;;;0,011395;0,000609;-0,010786;;
15061;179,974924;;179,974924;179,975791;0,000867;;;0,000609;-0,002641;-0,00325;;
15062;179,975791;;179,975791;179,976049;0,000258;;;-0,002641;-0,011126;-0,008485;;
15063;179,976049;;179,976049;179,978948;0,002899;;;-0,011126;0,013641;0,024767;;
15064;179,978948;;179,978948;179,992973;0,014025;;;0,013641;-0,002251;-0,015892;;
15065;179,992973;;179,992973;179,993357;0,000384;;;-0,002251;0,00235;0,004601;;
15066;179,993357;;179,993357;179,995992;0,002635;;;0,00235;-0,015145;-0,017495;;
15067;179,995992;;179,995992;179,996277;0,000285;;;-0,015145;0,014735;0,02988;;
15068;179,996277;;179,996277;180,011707;0,01543;;;0,014735;-0,002141;-0,016876;;
15069;180,011707;;180,011707;180,012402;0,000695;;;-0,002141;0,002503;0,004644;;
15070;180,012402;;180,012402;180,015238;0,002836;;;0,002503;-0,003157;-0,00566;;
15071;180,015238;;180,015238;180,015571;0,000333;;;-0,003157;0,003146;0,006303;;
15072;180,015571;;180,015571;180,019061;0,00349;;;0,003146;-0,010781;-0,013927;;
15073;180,019061;;180,019061;180,019405;0,000344;;;-0,010781;0,007309;0,01809;;
15074;180,019405;;180,019405;180,03053;0,011125;;;0,007309;0,003469;-0,00384;;
15075;180,03053;;180,03053;180,034346;0,003816;;;0,003469;0,00027;-0,003199;;
15076;180,034346;;180,034346;180,034693;0,000347;;;0,00027;-0,012637;-0,012907;;
15077;180,034693;;180,034693;180,03477;7,70E-05;;;-0,012637;0,012412;0,025049;;
15078;180,03477;;180,03477;180,047484;0,012714;;;0,012412;-0,014817;-0,027229;;
15079;180,047484;;180,047484;180,047786;0,000302;;;-0,014817;0,014605;0,029422;;
15080;180,047786;;180,047786;180,062905;0,015119;;;0,014605;0,000231;-0,014374;;
15081;180,062905;;180,062905;180,063419;0,000514;;;0,000231;-0,004792;-0,005023;;
15082;180,063419;;180,063419;180,063702;0,000283;;;-0,004792;0,005073;0,009865;;
15083;180,063702;;180,063702;180,068777;0,005075;;;0,005073;-0,000472;-0,005545;;
15084;180,068777;;180,068777;180,068779;2,00E-06;;;-0,000472;-0,00774;-0,007268;;
15085;180,068779;;180,068779;180,069253;0,000474;;;-0,00774;0,008212;0,015952;;
15086;180,069253;;180,069253;180,077467;0,008214;;;0,008212;-0,011337;-0,019549;;
15087;180,077467;;180,077467;180,077469;2,00E-06;;;-0,011337;0,011338;0,022675;;
15088;180,077469;;180,077469;180,088808;0,011339;;;0,011338;-0,000401;-0,011739;;
15089;180,088808;;180,088808;180,088809;1,00E-06;;;-0,000401;-0,011225;-0,010824;;
15090;180,088809;;180,088809;180,089211;0,000402;;;-0,011225;-0,000394;0,010831;;
15091;180,089211;;180,089211;180,100838;0,011627;;;-0,000394;0,011237;0,011631;;
15092;180,100838;;180,100838;180,112859;0,012021;;;0,011237;-0,000637;-0,011874;;
15093;180,112859;;180,112859;180,113643;0,000784;;;-0,000637;0,00141;0,002047;;
15094;180,113643;;180,113643;180,115064;0,001421;;;0,00141;-0,000841;-0,002251;;
15095;180,115064;;180,115064;180,115075;1,10E-05;;;-0,000841;-0,00112;-0,000279;;
15096;180,115075;;180,115075;180,115927;0,000852;;;-0,00112;0,000495;0,001615;;
15097;180,115927;;180,115927;180,117899;0,001972;;;0,000495;-0,000563;-0,001058;;
15098;180,117899;;180,117899;180,119376;0,001477;;;-0,000563;0,001682;0,002245;;
15099;180,119376;;180,119376;180,121416;0,00204;;;0,001682;-0,014851;-0,016533;;
15100;180,121416;;180,121416;180,121774;0,000358;;;-0,014851;0,003165;0,018016;;
15101;180,121774;;180,121774;180,136983;0,015209;;;0,003165;0,012042;0,008877;;
15102;180,136983;;180,136983;180,149027;0,012044;;;0,012042;-0,000389;-0,012431;;
15103;180,149027;;180,149027;180,149029;2,00E-06;;;-0,000389;-0,001243;-0,000854;;
15104;180,149029;;180,149029;180,14942;0,000391;;;-0,001243;-0,00617;-0,004927;;
15105;180,14942;;180,14942;180,151054;0,001634;;;-0,00617;0,007799;0,013969;;
15106;180,151054;;180,151054;180,158858;0,007804;;;0,007799;-0,00041;-0,008209;;
15107;180,158858;;180,158858;180,158863;5,00E-06;;;-0,00041;-0,004404;-0,003994;;
15108;180,158863;;180,158863;180,159278;0,000415;;;-0,004404;0,000512;0,004916;;
15109;180,159278;;180,159278;180,164097;0,004819;;;0,000512;0,001934;0,001422;;
15110;180,164097;;180,164097;180,168404;0,004307;;;0,001934;-0,014453;-0,016387;;
15111;180,168404;;180,168404;180,170777;0,002373;;;-0,014453;0,016514;0,030967;;
15112;180,170777;;180,170777;180,187603;0,016826;;;0,016514;-0,019941;-0,036455;;
15113;180,187603;;180,187603;180,187915;0,000312;;;-0,019941;0,014187;0,034128;;
15114;180,187915;;180,187915;180,208168;0,020253;;;0,014187;0,005718;-0,008469;;
15115;180,208168;;180,208168;180,214234;0,006066;;;0,005718;-0,006289;-0,012007;;
15116;180,214234;;180,214234;180,214582;0,000348;;;-0,006289;0,006635;0,012924;;
15117;180,214582;;180,214582;180,221219;0,006637;;;0,006635;-0,000384;-0,007019;;
15118;180,221219;;180,221219;180,221221;2,00E-06;;;-0,000384;-0,009947;-0,009563;;
15119;180,221221;;180,221221;180,221607;0,000386;;;-0,009947;0,008978;0,018925;;
15120;180,221607;;180,221607;180,23194;0,010333;;;0,008978;0,001354;-0,007624;;
15121;180,23194;;180,23194;180,233295;0,001355;;;0,001354;-0,000396;-0,00175;;
15122;180,233295;;180,233295;180,233296;1,00E-06;;;-0,000396;-0,000119;0,000277;;
15123;180,233296;;180,233296;180,233693;0,000397;;;-0,000119;-0,00884;-0,008721;;
15124;180,233693;;180,233693;180,234209;0,000516;;;-0,00884;0,009355;0,018195;;
15125;180,234209;;180,234209;180,243565;0,009356;;;0,009355;-0,000343;-0,009698;;
15126;180,243565;;180,243565;180,243566;1,00E-06;;;-0,000343;3,60E-05;0,000379;;
15127;180,243566;;180,243566;180,24391;0,000344;;;3,60E-05;-0,001888;-0,001924;;
15128;180,24391;;180,24391;180,244218;0,000308;;;-0,001888;-0,001674;0,000214;;
15129;180,244218;;180,244218;180,246414;0,002196;;;-0,001674;0,003449;0,005123;;
15130;180,246414;;180,246414;180,250284;0,00387;;;0,003449;-0,005569;-0,009018;;
15131;180,250284;;180,250284;180,250705;0,000421;;;-0,005569;0,001376;0,006945;;
15132;180,250705;;180,250705;180,256695;0,00599;;;0,001376;0,004278;0,002902;;
15133;180,256695;;180,256695;180,261309;0,004614;;;0,004278;-0,002855;-0,007133;;
15134;180,261309;;180,261309;180,261645;0,000336;;;-0,002855;0,003186;0,006041;;
15135;180,261645;;180,261645;180,264836;0,003191;;;0,003186;-0,000808;-0,003994;;
15136;180,264836;;180,264836;180,264841;5,00E-06;;;-0,000808;-1,30E-05;0,000795;;
15137;180,264841;;180,264841;180,265654;0,000813;;;-1,30E-05;-0,003133;-0,00312;;
15138;180,265654;;180,265654;180,26648;0,000826;;;-0,003133;0,003957;0,00709;;
15139;180,26648;;180,26648;180,270439;0,003959;;;0,003957;-0,000382;-0,004339;;
15140;180,270439;;180,270439;180,270441;2,00E-06;;;-0,000382;-0,005776;-0,005394;;
15141;180,270441;;180,270441;180,270825;0,000384;;;-0,005776;0,006154;0,01193;;
15142;180,270825;;180,270825;180,276985;0,00616;;;0,006154;-0,000942;-0,007096;;
15143;180,276985;;180,276985;180,276991;6,00E-06;;;-0,000942;-0,012011;-0,011069;;
15144;180,276991;;180,276991;180,277939;0,000948;;;-0,012011;0,012569;0,02458;;
15145;180,277939;;180,277939;180,290898;0,012959;;;0,012569;-0,000266;-0,012835;;
15146;180,290898;;180,290898;180,291288;0,00039;;;-0,000266;0,000383;0,000649;;
15147;180,291288;;180,291288;180,291944;0,000656;;;0,000383;-0,008933;-0,009316;;
15148;180,291944;;180,291944;180,292217;0,000273;;;-0,008933;0,008808;0,017741;;
15149;180,292217;;180,292217;180,301423;0,009206;;;0,008808;-0,000215;-0,009023;;
15150;180,301423;;180,301423;180,301821;0,000398;;;-0,000215;-0,012442;-0,012227;;
15151;180,301821;;180,301821;180,302434;0,000613;;;-0,012442;0,011853;0,024295;;
15152;180,302434;;180,302434;180,315489;0,013055;;;0,011853;0,00056;-0,011293;;
15153;180,315489;;180,315489;180,316691;0,001202;;;0,00056;-0,002015;-0,002575;;
15154;180,316691;;180,316691;180,317333;0,000642;;;-0,002015;-0,010463;-0,008448;;
15155;180,317333;;180,317333;180,31999;0,002657;;;-0,010463;0,012692;0,023155;;
15156;180,31999;;180,31999;180,33311;0,01312;;;0,012692;-0,008697;-0,021389;;
15157;180,33311;;180,33311;180,333538;0,000428;;;-0,008697;0,005642;0,014339;;
15158;180,333538;;180,333538;180,342663;0,009125;;;0,005642;0,002841;-0,002801;;
15159;180,342663;;180,342663;180,346146;0,003483;;;0,002841;0,000344;-0,002497;;
15160;180,346146;;180,346146;180,346788;0,000642;;;0,000344;-0,005233;-0,005577;;
15161;180,346788;;180,346788;180,347086;0,000298;;;-0,005233;0,005107;0,01034;;
15162;180,347086;;180,347086;180,352617;0,005531;;;0,005107;-0,013084;-0,018191;;
15163;180,352617;;180,352617;180,353041;0,000424;;;-0,013084;0,013507;0,026591;;
15164;180,353041;;180,353041;180,366549;0,013508;;;0,013507;-0,000448;-0,013955;;
15165;180,366549;;180,366549;180,36655;1,00E-06;;;-0,000448;-0,009548;-0,0091;;
15166;180,36655;;180,36655;180,366999;0,000449;;;-0,009548;0,00825;0,017798;;
15167;180,366999;;180,366999;180,376996;0,009997;;;0,00825;0,000795;-0,007455;;
15168;180,376996;;180,376996;180,378743;0,001747;;;0,000795;-0,006717;-0,007512;;
15169;180,378743;;180,378743;180,379695;0,000952;;;-0,006717;-0,001771;0,004946;;
15170;180,379695;;180,379695;180,387364;0,007669;;;-0,001771;0,008951;0,010722;;
15171;180,387364;;180,387364;180,396804;0,00944;;;0,008951;-0,000401;-0,009352;;
15172;180,396804;;180,396804;180,397293;0,000489;;;-0,000401;0,000886;0,001287;;
15173;180,397293;;180,397293;180,398183;0,00089;;;0,000886;-0,000599;-0,001485;;
15174;180,398183;;180,398183;180,398187;4,00E-06;;;-0,000599;-0,006623;-0,006024;;
15175;180,398187;;180,398187;180,39879;0,000603;;;-0,006623;-0,002165;0,004458;;
15176;180,39879;;180,39879;180,406016;0,007226;;;-0,002165;0,008957;0,011122;;
15177;180,406016;;180,406016;180,415407;0,009391;;;0,008957;0,000217;-0,00874;;
15178;180,415407;;180,415407;180,415841;0,000434;;;0,000217;-0,019072;-0,019289;;
15179;180,415841;;180,415841;180,416058;0,000217;;;-0,019072;0,019046;0,038118;;
15180;180,416058;;180,416058;180,435347;0,019289;;;0,019046;3,00E-05;-0,019016;;
15181;180,435347;;180,435347;180,43559;0,000243;;;3,00E-05;-0,020252;-0,020282;;
15182;180,43559;;180,43559;180,435803;0,000213;;;-0,020252;-0,024787;-0,004535;;
15183;180,435803;;180,435803;180,456268;0,020465;;;-0,024787;0,044275;0,069062;;
15184;180,456268;;180,456268;180,50152;0,045252;;;0,044275;0,000976;-0,043299;;
15185;180,50152;;180,50152;180,502497;0,000977;;;0,000976;0;-0,000976;;
15186;180,502497;;180,502497;180,502498;1,00E-06;;;0;-0,000264;-0,000264;;
15187;180,502498;;180,502498;180,502499;1,00E-06;;;-0,000264;0,000264;0,000528;;
15188;180,502499;;180,502499;180,502764;0,000265;;;0,000264;0;-0,000264;;
15189;180,502764;;180,502764;180,502765;1,00E-06;;;0;-4,00E-06;-4,00E-06;;
15190;180,502765;;180,502765;180,502766;1,00E-06;;;-4,00E-06;-0,000151;-0,000147;;
15191;180,502766;;180,502766;180,502771;5,00E-06;;;-0,000151;-0,000384;-0,000233;;
15192;180,502771;;180,502771;180,502927;0,000156;;;-0,000384;0,000539;0,000923;;
15193;180,502927;;180,502927;180,503467;0,00054;;;0,000539;-1,00E-06;-0,00054;;
15194;180,503467;;180,503467;180,503468;1,00E-06;;;-1,00E-06;-1,00E-06;-2,84E-14;;
15195;180,503468;;180,503468;180,50347;2,00E-06;;;-1,00E-06;-0,004926;-0,004925;;
15196;180,50347;;180,50347;180,503473;3,00E-06;;;-0,004926;0,003654;0,00858;;
15197;180,503473;;180,503473;180,508402;0,004929;;;0,003654;-0,006293;-0,009947;;
15198;180,508402;;180,508402;180,509677;0,001275;;;-0,006293;0,006096;0,012389;;
15199;180,509677;;180,509677;180,517245;0,007568;;;0,006096;0,00096;-0,005136;;
15200;180,517245;;180,517245;180,518717;0,001472;;;0,00096;0,000397;-0,000563;;
15201;180,518717;;180,518717;180,519229;0,000512;;;0,000397;-0,00052;-0,000917;;
15202;180,519229;;180,519229;180,519344;0,000115;;;-0,00052;-0,050525;-0,050005;;
15203;180,519344;;180,519344;180,519979;0,000635;;;-0,050525;0,050464;0,100989;;
15204;180,519979;;180,519979;180,571139;0,05116;;;0,050464;-0,023901;-0,074365;;
15205;180,571139;;180,571139;180,571835;0,000696;;;-0,023901;0,024596;0,048497;;
15206;180,571835;;180,571835;180,596432;0,024597;;;0,024596;-0,000441;-0,025037;;
15207;180,596432;;180,596432;180,596433;1,00E-06;;;-0,000441;-0,013691;-0,01325;;
15208;180,596433;;180,596433;180,596875;0,000442;;;-0,013691;0,014131;0,027822;;
15209;180,596875;;180,596875;180,611008;0,014133;;;0,014131;2,00E-06;-0,014129;;
15210;180,611008;;180,611008;180,61101;2,00E-06;;;2,00E-06;-1,00E-06;-3,00E-06;;
15211;180,61101;;180,61101;180,61101;0;;;-1,00E-06;-0,000174;-0,000173;;
15212;180,61101;;180,61101;180,611011;1,00E-06;;;-0,000174;-0,002433;-0,002259;;
15213;180,611011;;180,611011;180,611186;0,000175;;;-0,002433;-0,003167;-0,000734;;
15214;180,611186;;180,611186;180,613794;0,002608;;;-0,003167;-0,039239;-0,036072;;
15215;180,613794;;180,613794;180,619569;0,005775;;;-0,039239;0,029126;0,068365;;
15216;180,619569;;180,619569;180,664583;0,045014;;;0,029126;-0,005899;-0,035025;;
15217;180,664583;;180,664583;180,680471;0,015888;;;-0,005899;0,010405;0,016304;;
15218;180,680471;;180,680471;180,702258;0,021787;;;0,010405;0,011381;0,000976;;
15219;180,702258;;180,702258;180,71364;0,011382;;;0,011381;-0,001195;-0,012576;;
15220;180,71364;;180,71364;180,713641;1,00E-06;;;-0,001195;-0,009856;-0,008661;;
15221;180,713641;;180,713641;180,714837;0,001196;;;-0,009856;0,01105;0,020906;;
15222;180,714837;;180,714837;180,725889;0,011052;;;0,01105;-0,000438;-0,011488;;
15223;180,725889;;180,725889;180,725891;2,00E-06;;;-0,000438;-0,002904;-0,002466;;
